nome_escola,A,B,C,D,E,F,total_exames,total_alunos,ANO,Latitude,Longitude,coordenadas,longUTM,LatUTM
EM Emilio Becker,185,36,24,5,2,33,285,280,2018,"-22,12770858","-51,377025","-51.37702499766941, -22.12770857779658",461117,7552989
EM Erika Portella Rodrigues,99,1,1,0,3,5,111,123,2018,"-22,13345791","-51,36547984","-51.36547983814849, -22.13345791005808",462310,7552355
EM Ettore Marangoni,173,32,10,0,12,36,266,302,2018,"-22,05108147","-51,34593889","-51.34593888602856, -22.05108146789168",464304,7561478
EM Eunice Menezes Educadora,74,0,3,1,3,1,83,119,2018,"-22,15015315","-51,37874701","-51.37874701301126, -22.15015314648558",460946,7550504
EM Francisca A. Góes Brandão,132,8,59,2,5,23,229,239,2018,"-22,13354296","-51,39984915","-51.39984915164156, -22.13354295954356",458765,7552337
EM Giseli Dalefi,372,105,36,0,34,83,630,653,2018,"-22,12946427","-51,44598922","-51.44598922040981, -22.12946427152818",454006,7552775
EM Ivo Garrido,179,13,3,3,28,7,233,266,2018,"-22,10222191","-51,43296095","-51.43296095109594, -22.10222191202309",455341,7555794
EM João Bohac,110,4,2,10,29,31,186,224,2018,"-22,14261288","-51,38408509","-51.38408509342323, -22.14261287878046",460393,7551337
EM João Franco de Godoy,242,63,6,1,44,4,360,422,2018,"-22,11324649","-51,39544043","-51.39544042835509, -22.1132464852897",459214,7554585
EM João Sebastião Lisboa,217,60,18,2,4,20,321,320,2018,"-22,12213719","-51,39951685","-51.39951685164191, -22.12213719468566",458796,7553599
EM José Carlos João,292,35,3,0,54,12,396,433,2018,"-22,14243888","-51,39100198","-51.39100198417588, -22.14243887858406",459680,7551355
EM José Soares Marcondes,219,169,60,52,41,84,625,607,2018,"-22,11933127","-51,38298954","-51.38298954369755, -22.11933127012247",460500,7553914
EM Jovita Terin,314,13,22,1,15,46,411,444,2018,"-22,08693107","-51,38393579","-51.38393578993529, -22.08693107237039",460393,7557501
EM Julio Braga,84,1,0,0,3,8,99,111,2018,"-22,0838194","-51,39385336","-51.39385336100548, -22.083819404369105",459369,7557842
EM Juracy Menezes Peralta,143,17,114,25,13,61,373,436,2018,"-22,08627167","-51,39632847","-51.39632847068484, -22.0862716737455",459115,7557570
EM Karina Krasucki,403,9,0,0,54,0,471,478,2018,"-22,15950528","-51,45422221","-51.4542222130108, -22.1595052797793",453167,7549447
EM Krisan Martin,152,0,3,2,7,5,169,164,2018,"-22,12864525","-51,44684507","-51.44684507, -22.12864525",453917,7552866
EM Ludovica L. Rodrigues Pioneira,138,51,64,12,45,22,332,399,2018,"-22,13853535","-51,37437471","-51.37437471, -22.13853535",461394,7551791
EM Maria do Socorro B. Almeida,286,44,29,3,38,87,487,525,2018,"-22,11417447","-51,43143416","-51.43143416, -22.11417447",455502,7554472
EM Maria Edite T. Perrone,56,0,4,0,1,1,66,68,2018,"-22,15396427","-51,38158887","-51.38158887, -22.15396427",460654,7550081
EM Maria Haddad Haidamus,158,1,2,1,8,2,172,172,2018,"-22,11815423","-51,37419753","-51.37419753, -22.11815423",461406,7554047
EM Maria Isabel B. Negrão,210,25,56,1,38,75,405,419,2018,"-22,15900351","-51,45243652","-51.45243652, -22.15900351",453351,7549503
EM Maria Regina Dal Pogetto,108,0,1,0,1,1,119,142,2018,"-22,13362376","-51,42733621","-51.42733621, -22.13362376",455931,7552320
EM Mario Peretti,107,4,0,0,14,0,125,132,2018,"-22,07759997","-51,41393515","-51.41393514566024, -22.077599968343087",457296,7558525
EM Nair Lebrão,130,1,0,0,7,0,139,175,2018,"-22,11241179","-51,4316003","-51.4316003, -22.11241179",455484,7554667
EM Nazarena Zamit,196,7,15,0,14,3,235,292,2018,"-22,13891023","-51,37550388","-51.37550388, -22.13891023",461277,7551749
EM Ocyr Azevedo,135,19,29,43,33,84,343,342,2018,"-22,10965964","-51,41226432","-51.41226432, -22.10965964",457478,7554977
EM Odette Duarte da Costa,244,30,23,21,34,77,429,513,2018,"-22,0768845","-51,36046337","-51.36046337, -22.0768845",462812,7558619
EM Pedro Furquim,207,78,26,12,36,48,407,418,2018,"-22,12320378","-51,37495963","-51.37495963, -22.12320378",461329,7553488
EM Rosana Negrão,204,30,4,3,43,55,339,339,2018,"-22,08331327","-51,43151345","-51.43151345, -22.08331327",455484,7557888
EM Rosy Odethy R. Brandão,217,10,5,0,57,12,301,310,2018,"-22,09506859","-51,40325912","-51.40325912, -22.09506859",458402,7556595
EM Rot. Antônio Zacarias - Rotariano,148,17,63,1,11,29,269,290,2018,"-22,12341692","-51,42356793","-51.423567928459306, -22.123416918139267",456316,7553451
EM Rui Carlos V. Berbet,177,46,138,0,46,146,553,590,2018,"-22,08600556","-51,38078723","-51.38078723, -22.08600556",460718,7557604
EM Sueli R.O.D. Pereira,54,1,1,15,20,22,113,123,2018,"-22,10827422","-51,38896429","-51.38896428798681, -22.10827422004636",459881,7555137
EM Sylvia M.P. Faustino,89,1,6,4,7,4,116,142,2018,"-22,07027293","-51,38217668","-51.38217668427893, -22.07027292657825",460570,7559345
EM Valter Marques,149,1,0,1,14,0,168,153,2018,"-22,10436741","-51,38852207","-51.38852207264139, -22.10436741481833",459925,7555569
EM Vânia M.V. Aquotti,108,0,0,0,2,0,111,125,2018,"-22,11010054","-51,43699775","-51.43699775358699, -22.11010054203948",454927,7554921
EM Vilma Álvares Gonçalves,152,57,49,3,10,41,312,321,2018,"-22,1485129","-51,37363456","-51.37363456, -22.1485129",461473,7550687
EM Vilma G. Martinez (Cedral),174,6,4,0,47,0,231,320,2018,"-22,1193264","-51,42795136","-51.42795136, -22.1193264",455863,7553903
EM Vovó Silvéria,121,2,1,4,11,13,153,180,2018,"-22,08917001","-51,41278468","-51.41278468, -22.08917001",457418,7557245
ETEC A. Arruda Mello,37,30,23,0,3,1,94,100,2018,"-22,12225564","-51,38942346","-51.38942345544129, -22.12225563876316",459837,7553589
Casa São José,66,3,1,0,13,4,87,209,2019,"-22,08889558","-51,38861732","-51.38861731636817, -22.08889557618601",459911,7557282
Creche Anita Ferreira B. de Oliveira,123,0,1,0,2,1,133,179,2019,"-22,12931948","-51,39093791","-51.3909379079446, -22.1293194767267",459683,7552807
Creche C. S. Vicente Palotti – Lar dos Meninos,186,1,5,1,6,1,203,242,2019,"-22,09893604","-51,42313062","-51.42313061703766, -22.098936040183247",456354,7556161
Creche Clotilde Veiga de Barros,189,1,0,0,11,0,204,219,2019,"-22,10980342","-51,39429739","-51.3942973891786, -22.1098034221683",459331,7554966
Creche Meimei,120,1,0,4,3,1,131,163,2019,"-22,12970947","-51,41285799","-51.4128579891779, -22.129709471891232",457423,7552758
Creche UNESP,17,0,0,2,1,0,20,25,2019,"-22,11886076","-51,4092135","-51.409213504521, -22.1188607558322",457795,7553959
Creche Walter Figueiredo,186,0,0,0,7,1,197,219,2019,"-22,10895326","-51,38626791","-51.3862679124659, -22.1089532609603",460159,7555062
EE Anna Antônio,237,32,11,9,86,12,387,534,2019,"-22,0910867","-51,38581814","-51.3858181413021, -22.0910867030776",460200,7557040
EE Antônio Fioravante de Menezes,128,31,2,0,39,0,200,261,2019,"-22,12970947","-51,3827848","-51.3827848045204, -22.1297094718912",460524,7552766
EE Arlindo Fantini,232,78,22,10,48,10,400,534,2019,"-22,10912648","-51,41076015","-51.41076014685, -22.1091264813455",457633,7555037
EE Celestina M. Teixeira,68,29,45,5,15,6,168,243,2019,"-21,95928647","-51,30795348","-51.30795347820825, -21.95928646996887",468203,7571647
EE Clotilde Veiga de Barros,182,148,9,2,74,15,430,415,2019,"-22,14705769","-51,38574058","-51.3857405756843, -22.1470576858688",460224,7550845
EE Fátima Ap. Costa Falcon,53,26,22,10,29,5,145,221,2019,"-22,11761457","-51,43414793","-51.43414793335647, -22.11761457194364",455223,7554090
EE Fernando Costa,393,143,13,17,83,28,677,938,2019,"-22,12019229","-51,3873924","-51.3873923952734, -22.1201922926299",460046,7553818
EE Florivaldo Leal,170,27,5,0,12,3,217,253,2019,"-22,12919703","-51,39326659","-51.3932665939704, -22.1291970251408",459443,7552820
EE Francisco Pessoa,200,67,37,10,44,10,368,475,2019,"-22,15301289","-51,45192393","-51.4519239278068, -22.1530128905198",453401,7550167
EE Hugo Miele,320,120,38,14,71,25,588,700,2019,"-22,11208739","-51,39147965","-51.39147965164236, -22.11208738847396",459622,7554714
EE João Alfredo da Silva,24,25,4,6,2,2,63,77,2019,"-21,91375764","-51,30116726","-51.30116725719787, -21.91375763913237",468894,7576688
EE Joel Antônio de Lima Genésio,189,35,30,10,56,5,325,384,2019,"-22,11444383","-51,42615186","-51.42615185849335, -22.11444383299049",456047,7554444
EE José Foz,182,72,13,1,44,8,320,435,2019,"-22,12208117","-51,37673732","-51.37673732041002, -22.12208117264124",461146,7553612
EE Maria Luiza Bastos,201,56,38,43,34,6,378,425,2019,"-22,13214161","-51,40524606","-51.40524605903943, -22.13214160526277",458208,7552491
EE Maria Luiza Formozinho Ribeiro,382,120,32,15,52,9,610,749,2019,"-22,12205514","-51,39966794","-51.39966793575265, -22.12205514355007",458781,7553609
EE Marieta Ferraz de Assunção,168,64,39,12,38,15,336,489,2019,"-22,13826568","-51,38899915","-51.38899915479362, -22.13826568169748",459886,7551817
EE Marrey Junior,120,67,19,9,19,7,241,268,2019,"-22,10681416","-51,39622964","-51.39622963760267, -22.10681415866147",459131,7555296
EE Miguel Omar Bareto,243,80,22,1,44,8,398,508,2019,"-22,13297741","-51,437803","-51.43780300136813, -22.13297740614673",454851,7552389
EE Mirella P. Desidere,455,144,84,15,74,21,793,908,2019,"-22,1103463","-51,4287836","-51.42878359712329, -22.11034630426748",455774,7554896
EE Monsenhor Sarrion,411,182,51,7,64,12,727,821,2019,"-22,13369718","-51,39093009","-51.39093008972468, -22.13369717779597",459685,7552322
EE Oracy Matricardi (Ana Jacinta),163,43,1,9,24,9,249,307,2019,"-22,15246176","-51,45058365","-51.45058365109404, -22.15246176333975",453539,7550228
EE Pastor João Carlos Padilha,113,23,16,5,30,10,197,299,2019,"-22,14380378","-51,37511205","-51.37511204565873, -22.14380378004891",461319,7551208
EE Pedro Tofano –Montalvão,63,55,31,10,45,14,218,248,2019,"-22,0511197","-51,34701711","-51.34701710876899, -22.0511197037584",464193,7561474
EE Placídio Braga Nogueira,168,44,45,42,7,4,310,362,2019,"-22,13864919","-51,37491486","-51.37491485903934, -22.13864918512999",461338,7551778
EE Tannel Abud,200,81,34,6,51,15,387,540,2019,"-22,11460143","-51,37609601","-51.37609600506788, -22.11460142859055",461210,7554440
EE Teófilo G. Santa Cruz (H.Salv),159,52,30,8,13,21,283,429,2019,"-22,0839433","-51,39647036","-51.3964703627401, -22.08394330419608",459099,7557828
EM Alayde T. F. Motta,168,29,14,0,6,75,292,302,2019,"-22,14473417","-51,38256092","-51.38256091616356, -22.14473416973062",460551,7551103
EM Alberto Bernardes Sotelo,98,8,32,0,15,4,157,180,2019,"-22,13978827","-51,35372317","-51.35372316886564, -22.13978827470154",463524,7551657
EM Antonio Moreira Lima,244,14,24,1,57,19,359,412,2019,"-22,16016961","-51,45548561","-51.45548561137047, -22.16016960807991",453037,7549373
EM Aparecida Alves,188,5,0,0,27,2,222,282,2019,"-22,14361969","-51,39497096","-51.39497095849231, -22.14361969237946",459271,7551223
EM Aziz Felipe,171,11,17,13,5,4,221,338,2019,"-22,13422737","-51,3772764","-51.3772763958197, -22.13422737453585",461093,7552267
EM Benedita de Pádua Martins (Vó Dita),135,1,2,5,6,1,152,171,2019,"-22,09211286","-51,41869032","-51.41869032226062, -22.09211286296959",456810,7556918
EM Carla Simone da Silva Alves,113,0,0,1,0,1,115,155,2019,"-22,15147718","-51,45831302","-51.45831302410803, -22.15147718426324",452742,7550335
EM Carlo Ceriani,191,6,17,0,12,18,244,346,2019,"-22,09104298","-51,40282719","-51.40282718863248, -22.09104297945366",458446,7557040
EM Carlos A. A. Campos (Eneida),57,8,5,6,9,3,88,97,2019,"-21,91682868","-51,3019639","-51.30196390452799, -21.91682867862754",468812,7576348
EM Carlos Braga (Ameliópolis),12,2,1,1,1,1,23,45,2019,"-21,80226704","-51,29735029","-51.29735028788697, -21.80226703609472",469264,7589029
EM Carlos Castilho Cabral,236,104,17,4,72,1,434,436,2019,"-22,09901054","-51,39297155","-51.39297155109593, -22.09901054208509",459465,7556161
EM Carmem Pereira Delfim,85,35,14,1,46,38,219,228,2019,"-22,13491679","-51,38146344","-51.38146344184742, -22.13491678924642",460662,7552190
EM Catarina Martins Artero,229,60,17,10,43,43,402,402,2019,"-22,1101911","-51,38068432","-51.38068432225982, -22.11019110237303",460735,7554927
EM Dirce Mascarenhas,148,3,1,0,9,2,166,185,2019,"-22,09996723","-51,43427062","-51.43427062226029, -22.09996722788279",455205,7556044
EM Ditão,108,0,0,104,67,0,279,289,2019,"-22,10844038","-51,43157964","-51.43157963945204, -22.10844038037896",455485,7555107
EM Domingos F. de Medeiros,152,72,19,5,58,1,307,307,2019,"-22,1050689","-51,3892446","-51.38924460397457, -22.10506889832062",459851,7555491
EM Ederle Marangoni Dias,210,5,4,3,24,13,259,328,2019,"-22,10983998","-51,41971103","-51.41971103335685, -22.10983998169054",456710,7554955
EM Edna Carnelós Barbosa,95,0,0,5,8,2,111,155,2019,"-22,13865497","-51,38462796","-51.3846279645877, -22.13865497431422",460336,7551775
EM Eliane T de Araújo,132,2,4,0,9,11,158,192,2019,"-22,07478748","-51,38098596","-51.38098595824087, -22.07478747906466",460694,7558845
EM Eluísa R. Rodrigues,166,5,2,0,31,2,206,226,2019,"-22,11928173","-51,3870863","-51.38708629701948, -22.11928173266724",460077,7553919
EM Emilio Becker,164,13,17,12,59,16,281,331,2019,"-22,12770858","-51,377025","-51.37702499766941, -22.12770857779658",461117,7552989
EM Erika Portella Rodrigues,102,3,3,1,9,5,123,154,2019,"-22,13345791","-51,36547984","-51.36547983814849, -22.13345791005808",462310,7552355
EM Ettore Marangoni,146,27,9,0,11,28,221,282,2019,"-22,05108147","-51,34593889","-51.34593888602856, -22.05108146789168",464304,7561478
EM Eunice Menezes Educadora,108,3,4,1,2,3,123,133,2019,"-22,15015315","-51,37874701","-51.37874701301126, -22.15015314648558",460946,7550504
EM Francisca A. Góes Brandão,131,10,52,0,8,8,209,225,2019,"-22,13354296","-51,39984915","-51.39984915164156, -22.13354295954356",458765,7552337
EM Giseli Dalefi,341,101,36,19,45,102,644,677,2019,"-22,12946427","-51,44598922","-51.44598922040981, -22.12946427152818",454006,7552775
EM Ivo Garrido,114,25,16,6,44,10,215,262,2019,"-22,10222191","-51,43296095","-51.43296095109594, -22.10222191202309",455341,7555794
EM João Bohac,147,6,8,1,7,20,189,243,2019,"-22,14261288","-51,38408509","-51.38408509342323, -22.14261287878046",460393,7551337
EM João Franco de Godoy,250,58,20,2,61,30,421,513,2019,"-22,11324649","-51,39544043","-51.39544042835509, -22.1132464852897",459214,7554585
EM João Sebastião Lisboa,194,22,36,2,26,67,347,347,2019,"-22,12213719","-51,39951685","-51.39951685164191, -22.12213719468566",458796,7553599
EM José Carlos João,210,29,33,9,94,41,416,448,2019,"-22,14243888","-51,39100198","-51.39100198417588, -22.14243887858406",459680,7551355
EM José Soares Marcondes,335,62,23,1,91,16,528,589,2019,"-22,11933127","-51,38298954","-51.38298954369755, -22.11933127012247",460500,7553914
EM Jovita Terin,244,13,15,2,36,36,346,428,2019,"-22,08693107","-51,38393579","-51.38393578993529, -22.08693107237039",460393,7557501
EM Julio Braga,95,0,0,5,24,3,128,158,2019,"-22,0838194","-51,39385336","-51.39385336100548, -22.083819404369105",459369,7557842
EM Juracy Menezes Peralta,178,30,76,2,35,58,379,423,2019,"-22,08627167","-51,39632847","-51.39632847068484, -22.0862716737455",459115,7557570
EM Karina Krasucki,300,15,10,0,48,2,378,477,2019,"-22,15950528","-51,45422221","-51.4542222130108, -22.1595052797793",453167,7549447
EM Krisan Martin,60,0,1,6,12,4,83,174,2019,"-22,12864525","-51,44684507","-51.44684507, -22.12864525",453917,7552866
EM Ludovica L. Rodrigues Pioneira,165,44,37,7,58,35,346,412,2019,"-22,13853535","-51,37437471","-51.37437471, -22.13853535",461394,7551791
EM Maria do Socorro B. Almeida,268,53,20,1,49,60,451,503,2019,"-22,11417447","-51,43143416","-51.43143416, -22.11417447",455502,7554472
EM Maria Edite T. Perrone,58,1,3,0,1,1,66,78,2019,"-22,15396427","-51,38158887","-51.38158887, -22.15396427",460654,7550081
EM Maria Haddad Haidamus,166,0,5,0,5,2,178,177,2019,"-22,11815423","-51,37419753","-51.37419753, -22.11815423",461406,7554047
EM Maria Isabel B. Negrão,233,34,18,10,72,30,397,437,2019,"-22,15900351","-51,45243652","-51.45243652, -22.15900351",453351,7549503
EM Maria Regina Dal Pogetto,125,1,3,1,11,0,143,155,2019,"-22,13362376","-51,42733621","-51.42733621, -22.13362376",455931,7552320
EM Mario Peretti,130,3,1,0,12,0,148,176,2019,"-22,07759997","-51,41393515","-51.41393514566024, -22.077599968343087",457296,7558525
EM Nair Lebrão,152,1,3,1,3,1,161,195,2019,"-22,11241179","-51,4316003","-51.4316003, -22.11241179",455484,7554667
EM Nazarena Zamit,157,1,17,4,12,10,233,297,2019,"-22,13891023","-51,37550388","-51.37550388, -22.13891023",461277,7551749
EM Ocyr Azevedo,131,22,18,36,40,87,334,332,2019,"-22,10965964","-51,41226432","-51.41226432, -22.10965964",457478,7554977
EM Odette Duarte da Costa,290,33,24,0,26,68,447,558,2019,"-22,0768845","-51,36046337","-51.36046337, -22.0768845",462812,7558619
EM Pedro Furquim,213,77,28,19,41,41,419,369,2019,"-22,12320378","-51,37495963","-51.37495963, -22.12320378",461329,7553488
EM Rosana Negrão,177,24,2,27,28,62,320,330,2019,"-22,08331327","-51,43151345","-51.43151345, -22.08331327",455484,7557888
EM Rosy Odethy R. Brandão,210,12,23,1,48,7,301,333,2019,"-22,09506859","-51,40325912","-51.40325912, -22.09506859",458402,7556595
EM Rot. Antônio Zacarias - Rotariano,152,8,89,1,6,12,268,281,2019,"-22,12341692","-51,42356793","-51.423567928459306, -22.123416918139267",456316,7553451
EM Rui Carlos V. Berbet,220,30,31,9,104,68,462,544,2019,"-22,08600556","-51,38078723","-51.38078723, -22.08600556",460718,7557604
EM Sylvia M.P. Faustino,101,1,2,11,19,8,145,189,2019,"-22,07027293","-51,38217668","-51.38217668427893, -22.07027292657825",460570,7559345
EM Valter Marques,107,0,0,1,6,0,116,156,2019,"-22,10436741","-51,38852207","-51.38852207264139, -22.10436741481833",459925,7555569
EM Vânia M.V. Aquotti,117,1,2,4,3,0,127,153,2019,"-22,11010054","-51,43699775","-51.43699775358699, -22.11010054203948",454927,7554921
EM Vilma Álvares Gonçalves,167,40,41,1,31,55,335,335,2019,"-22,1485129","-51,37363456","-51.37363456, -22.1485129",461473,7550687
EM Vilma G. Martinez (Cedral),201,4,12,6,38,18,279,357,2019,"-22,1193264","-51,42795136","-51.42795136, -22.1193264",455863,7553903
EM Vovó Silvéria,136,3,0,2,14,8,164,190,2019,"-22,08917001","-51,41278468","-51.41278468, -22.08917001",457418,7557245
ETEC A. Arruda Mello,38,43,9,0,3,2,95,100,2019,"-22,12225564","-51,38942346","-51.38942345544129, -22.12225563876316",459837,7553589
Casa São José,50,0,2,2,6,15,75,209,2022,"-22,08889558","-51,38861732","-51.38861731636817, -22.08889557618601",459911,7557282
Creche Anita Ferreira B. de Oliveira,79,0,0,3,6,2,93,134,2022,"-22,12931948","-51,39093791","-51.3909379079446, -22.1293194767267",459683,7552807
Creche Clotilde Veiga de Barros,153,2,8,2,15,4,184,184,2022,"-22,10980342","-51,39429739","-51.3942973891786, -22.1098034221683",459331,7554966
Creche Meimei,89,0,0,1,1,0,93,109,2022,"-22,12970947","-51,41285799","-51.4128579891779, -22.129709471891232",457423,7552758
Creche UNESP,17,0,0,0,0,0,18,20,2022,"-22,11886076","-51,4092135","-51.409213504521, -22.1188607558322",457795,7553959
Creche Walter Figueiredo,131,1,2,1,2,0,137,192,2022,"-22,10895326","-51,38626791","-51.3862679124659, -22.1089532609603",460159,7555062
EE Anna Antônio,208,30,18,16,95,41,408,523,2022,"-22,0910867","-51,38581814","-51.3858181413021, -22.0910867030776",460200,7557040
EE Antônio Fioravante de Menezes,40,8,4,0,13,1,66,254,2022,"-22,12970947","-51,3827848","-51.3827848045204, -22.1297094718912",460524,7552766
EE Arlindo Fantini,99,22,11,22,40,10,204,492,2022,"-22,10912648","-51,41076015","-51.41076014685, -22.1091264813455",457633,7555037
EE Celestina M. Teixeira,100,17,5,0,13,12,147,201,2022,"-21,95928647","-51,30795348","-51.30795347820825, -21.95928646996887",468203,7571647
EE Clotilde Veiga de Barros,101,16,5,6,46,11,185,495,2022,"-22,14705769","-51,38574058","-51.3857405756843, -22.1470576858688",460224,7550845
EE Fátima Ap. Costa Falcon,35,0,4,3,16,2,60,240,2022,"-22,11761457","-51,43414793","-51.43414793335647, -22.11761457194364",455223,7554090
EE Fernando Costa,87,8,6,1,4,14,120,872,2022,"-22,12019229","-51,3873924","-51.3873923952734, -22.1201922926299",460046,7553818
EE Florivaldo Leal,18,3,3,0,3,3,30,292,2022,"-22,12919703","-51,39326659","-51.3932665939704, -22.1291970251408",459443,7552820
EE Francisco Pessoa,46,6,5,4,10,3,74,416,2022,"-22,15301289","-51,45192393","-51.4519239278068, -22.1530128905198",453401,7550167
EE Hugo Miele,113,10,4,4,32,26,189,820,2022,"-22,11208739","-51,39147965","-51.39147965164236, -22.11208738847396",459622,7554714
EE João Alfredo da Silva,14,10,1,2,12,0,39,50,2022,"-21,91375764","-51,30116726","-51.30116725719787, -21.91375763913237",468894,7576688
EE João Carlos Padilha de Siqueira,73,10,11,1,26,14,135,202,2022,"-22,14382366","-51,37514423","-51.37514423216778, -22.14382365501699",461316,7551205
EE Joel Antônio de Lima Genésio,172,19,11,0,32,15,249,390,2022,"-22,11444383","-51,42615186","-51.42615185849335, -22.11444383299049",456047,7554444
EE José Foz,194,26,38,18,50,17,343,513,2022,"-22,12208117","-51,37673732","-51.37673732041002, -22.12208117264124",461146,7553612
EE Maria Luiza Bastos,65,13,12,1,23,0,114,424,2022,"-22,13214161","-51,40524606","-51.40524605903943, -22.13214160526277",458208,7552491
EE Maria Luiza Formozinho Ribeiro,153,21,8,6,31,4,223,633,2022,"-22,12205514","-51,39966794","-51.39966793575265, -22.12205514355007",458781,7553609
EE Marieta Ferraz de Assunção,20,1,4,2,13,3,43,407,2022,"-22,13826568","-51,38899915","-51.38899915479362, -22.13826568169748",459886,7551817
EE Marrey Junior,0,0,0,0,0,0,0,266,2022,"-22,10681416","-51,39622964","-51.39622963760267, -22.10681415866147",459131,7555296
EE Miguel Omar Bareto,52,5,18,3,19,3,100,572,2022,"-22,13297741","-51,437803","-51.43780300136813, -22.13297740614673",454851,7552389
EE Mirella P. Desidere,83,21,0,6,12,3,125,916,2022,"-22,1103463","-51,4287836","-51.42878359712329, -22.11034630426748",455774,7554896
EE Monsenhor Sarrion,196,28,12,12,49,7,304,647,2022,"-22,13369718","-51,39093009","-51.39093008972468, -22.13369717779597",459685,7552322
EE Oracy Matricardi (Ana Jacinta),116,10,10,4,39,6,185,278,2022,"-22,15246176","-51,45058365","-51.45058365109404, -22.15246176333975",453539,7550228
EE Pedro Tofano –Montalvão,27,33,10,10,50,19,149,263,2022,"-22,0511197","-51,34701711","-51.34701710876899, -22.0511197037584",464193,7561474
EE Placídio Braga Nogueira,60,4,11,8,5,2,90,356,2022,"-22,13864919","-51,37491486","-51.37491485903934, -22.13864918512999",461338,7551778
EE Tannel Abud,33,6,0,2,2,2,45,333,2022,"-22,11460143","-51,37609601","-51.37609600506788, -22.11460142859055",461210,7554440
EE Teófilo G. Santa Cruz (H.Salv),0,0,0,0,0,0,0,403,2022,"-22,0839433","-51,39647036","-51.3964703627401, -22.08394330419608",459099,7557828
EM Alayde T. F. Motta,102,12,9,8,32,62,225,317,2022,"-22,14473417","-51,38256092","-51.38256091616356, -22.14473416973062",460551,7551103
EM Alberto Bernardes Sotelo,87,9,5,0,13,15,129,164,2022,"-22,13978827","-51,35372317","-51.35372316886564, -22.13978827470154",463524,7551657
EM Antonio Moreira Lima,165,4,2,2,64,40,277,380,2022,"-22,16016961","-51,45548561","-51.45548561137047, -22.16016960807991",453037,7549373
EM Aparecida Alves,59,4,3,6,14,8,96,162,2022,"-22,14361969","-51,39497096","-51.39497095849231, -22.14361969237946",459271,7551223
EM Aziz Felipe,162,7,16,5,14,6,210,311,2022,"-22,13422737","-51,3772764","-51.3772763958197, -22.13422737453585",461093,7552267
EM Benedita de Pádua Martins (Vó Dita),140,0,1,3,16,4,167,189,2022,"-22,09211286","-51,41869032","-51.41869032226062, -22.09211286296959",456810,7556918
EM Carla Simone da Silva Alves,78,0,0,5,5,3,97,138,2022,"-22,15147718","-51,45831302","-51.45831302410803, -22.15147718426324",452742,7550335
EM Carlo Ceriani,122,2,14,0,15,11,164,262,2022,"-22,09104298","-51,40282719","-51.40282718863248, -22.09104297945366",458446,7557040
EM Carlos A. A. Campos (Eneida),36,5,0,4,10,1,56,71,2022,"-21,91682868","-51,3019639","-51.30196390452799, -21.91682867862754",468812,7576348
EM Carlos Braga (Ameliópolis),19,6,0,0,4,0,29,36,2022,"-21,80226704","-51,29735029","-51.29735028788697, -21.80226703609472",469264,7589029
EM Carlos Castilho Cabral,196,60,86,1,8,12,363,383,2022,"-22,09901054","-51,39297155","-51.39297155109593, -22.09901054208509",459465,7556161
EM Carmem Pereira Delfim,75,7,15,1,41,40,179,289,2022,"-22,13491679","-51,38146344","-51.38146344184742, -22.13491678924642",460662,7552190
EM Catarina Martins Artero,145,26,23,6,21,35,256,350,2022,"-22,1101911","-51,38068432","-51.38068432225982, -22.11019110237303",460735,7554927
EM Dirce Mascarenhas,65,1,0,0,10,3,80,169,2022,"-22,09996723","-51,43427062","-51.43427062226029, -22.09996722788279",455205,7556044
EM Ditão,233,17,8,5,37,18,318,357,2022,"-22,10844038","-51,43157964","-51.43157963945204, -22.10844038037896",455485,7555107
EM Domingos F. de Medeiros,95,8,32,3,17,49,204,316,2022,"-22,1050689","-51,3892446","-51.38924460397457, -22.10506889832062",459851,7555491
EM Ederle Marangoni Dias,255,2,0,2,38,21,318,371,2022,"-22,10983998","-51,41971103","-51.41971103335685, -22.10983998169054",456710,7554955
EM Edna Carnelós Barbosa,70,0,0,8,3,2,83,98,2022,"-22,13865497","-51,38462796","-51.3846279645877, -22.13865497431422",460336,7551775
EM Eliane T de Araújo,91,0,5,1,15,18,132,188,2022,"-22,07478748","-51,38098596","-51.38098595824087, -22.07478747906466",460694,7558845
EM Eluísa R. Rodrigues,92,3,8,3,22,19,147,180,2022,"-22,11928173","-51,3870863","-51.38708629701948, -22.11928173266724",460077,7553919
EM Emilio Becker,135,13,30,6,31,79,294,358,2022,"-22,12770858","-51,377025","-51.37702499766941, -22.12770857779658",461117,7552989
EM Erika Portella Rodrigues,94,1,0,1,11,2,109,151,2022,"-22,13345791","-51,36547984","-51.36547983814849, -22.13345791005808",462310,7552355
EM Ettore Marangoni,73,8,7,5,33,18,144,277,2022,"-22,05108147","-51,34593889","-51.34593888602856, -22.05108146789168",464304,7561478
EM Eunice Menezes Educadora,44,0,0,0,2,6,52,116,2022,"-22,15015315","-51,37874701","-51.37874701301126, -22.15015314648558",460946,7550504
EM Francisca A. Góes Brandão,113,10,4,4,34,28,193,308,2022,"-22,13354296","-51,39984915","-51.39984915164156, -22.13354295954356",458765,7552337
EM Giseli Dalefi,312,20,22,11,68,80,513,697,2022,"-22,12946427","-51,44598922","-51.44598922040981, -22.12946427152818",454006,7552775
EM Ivo Garrido,148,9,3,7,38,28,233,284,2022,"-22,10222191","-51,43296095","-51.43296095109594, -22.10222191202309",455341,7555794
